Protein_group_ID,r_sq_DMSO,k_computed_DMSO,r_sq_CHX,k_computed_CHX,FC_k,Gene names
4485,0.9912584659271668,0.0289468853704121,0.9720456605704486,0.0139542986910586,2.0744063181734957,Cs
4505,0.983560450677425,0.0524086716116513,0.9973357797585802,0.0264273288242224,1.9831240591979649,Dimt1
4518,0.9895885964480324,0.0283442051303913,0.9485310279128726,0.0201633097864099,1.405731768774159,Oxct1
4523,0.9468274522307296,0.0304177823286713,0.9990308376296188,0.0174645447745836,1.7416876718675616,Cyc1
4544,0.9852217652476656,0.0422137597636187,0.9999988391225498,0.0232488156751708,1.815738072572102,Tbcb
4556,0.9251632907865028,0.0367919291330889,0.9708724084476476,0.0179252398419663,2.052520884376241,Chordc1
4559,0.9937142049695736,0.0321159156910496,0.999329176091359,0.0202196069672179,1.5883550923180265,Rpl34
4566,0.9938334306516516,0.0268200357179892,0.990366909024654,0.0186157697520153,1.4407159131889091,Dlst
4594,0.9267278057795084,0.1224979551160294,0.9906964661137998,0.059350629540469,2.0639706110025773,Sun1
4601,0.9986735025508928,0.1181994074725151,0.9851720115746104,0.0617710326107672,1.9135086864633695,Nosip
4624,0.9685014015915068,0.1092114627299546,0.9481854239000808,0.0688240285792431,1.586821710156213,Nol7
4630,0.9758918269864024,0.0439558658123339,0.9875048059160872,0.0260655361703613,1.6863595486792786,U2af1;U2af1l4
4636,0.9932151664679566,0.0894685328998964,0.9938447376649486,0.0470764658349356,1.9004938309005666,Rpl7l1
4644,0.9836117412629496,0.0324237925378821,0.9510321430916164,0.0168186618396602,1.9278461536947804,Psmd12
4650,0.9994999205771398,0.0551058217327903,0.9913708459731988,0.0308380368633644,1.78694324729393,Ebna1bp2
4663,0.976507576056216,0.0350366501528755,0.9881569892803116,0.0136690501681781,2.5632102978480336,Serpinb9b
4669,0.997130765324442,0.0274034349982792,0.9953526383304042,0.0160496697277048,1.7074142622994681,Atp5o
4678,0.9889050059462672,0.0448872004322405,0.9967588068468034,0.0228810705240756,1.9617613775985665,Ngdn
4688,0.9655702366131228,0.0369587282317902,0.9915973395468224,0.0177707984906646,2.0797449394975387,Ap2b1
4690,0.9786823338168624,0.0366129559657345,0.9303852114924432,0.0230033020692584,1.5916391418718983,Rpn2
4693,0.9811034770542963,0.0300894571575039,0.9924371723573302,0.0118517503735124,2.5388196856348864,Pgam1
4710,0.9832525431465108,0.0392625949761177,0.9922252893807478,0.0224860701192637,1.746085232673967,Dnajc10
4716,0.9333409203523528,0.0775128529847204,0.9707941268667762,0.0303032591509785,2.557904831243787,Crot
4721,0.993061171126289,0.0406498675008144,0.9801624029984998,0.0181656426765332,2.237733518414234,Brix1
4725,0.9877540944125917,0.0436238350100324,0.914916376560979,0.0214520691746925,2.0335490555613367,Xab2
4729,0.9972977244314952,0.0596914692510228,0.9253276157421032,0.1037160131610001,0.5755279964180915,Ssr3
4730,0.9719700225969596,0.0389617023901993,0.9950546893928478,0.0208594391295126,1.8678211886855116,Eif3f
4732,0.9138800330918618,0.1126079559211684,0.918474852211828,0.0470434836115932,2.3936993452886592,Ndufa8
4744,0.9971984123394372,0.0323827022024137,0.9987588924981586,0.0186559233619686,1.7357866225173342,Atp5h
4750,0.9775716292980864,0.0693344425088137,0.98766687236077,0.0412455100979627,1.6810179421744729,Parva
4762,0.9511876060243764,0.036186825080937,0.9346984847873576,0.0216299224258524,1.6729983755136344,Upf1
4764,0.9986384338204656,0.0503532091417809,0.9987627023498976,0.0262335749078994,1.919418505429035,Tnfrsf21
4772,0.9674659498792232,0.0364822655405383,0.9877762048782596,0.0186804987998455,1.9529599252906478,Vps35
4794,0.9837385559850984,0.2456643538709678,0.972797914132694,0.1471527693798874,1.6694511078943026,Nusap1
4814,0.9976961928501096,0.0323366294463101,0.9721670515542948,0.0169658347760816,1.9059851680212172,Anp32b
4818,0.9764936717501936,0.0335296002429317,0.997317827560252,0.0137845702705129,2.4324008354947524,Dkc1
4826,0.9761037007876732,0.0411895256197318,0.9998404043348342,0.0175362179871428,2.348826049603804,Tmod3
4836,0.9875030130230226,0.0801416461632595,0.9782045118698453,0.0392522603181278,2.0417078026522675,Utp3
4842,0.9347974350475916,0.0347323058666574,0.9840297231744168,0.0154181798769375,2.2526852160163178,Copb1
4846,0.9348847471086804,0.0339739967452488,0.9870114910296268,0.0169612215257028,2.003039503597372,Akr1a1
4855,0.9629127258362729,0.0362449497408049,0.9891672821468432,0.0196549141386113,1.8440655342066916,Flii
4874,0.9830032191883136,0.0533708605505489,0.9138944330129036,0.0460941578649582,1.1578660512013088,Sh3glb1
4875,0.9989039992429778,0.0302099737485686,0.9925642056073284,0.0150016491431541,2.013776849484226,Myg1
4879,0.9988478845812288,0.0718515089350688,0.9950549567344924,0.0358508963712475,2.004176079477161,Ybx3
4880,0.928686730216816,0.040986005031841,0.9419094936286436,0.0223455904717502,1.834187603306184,Iqgap1
4884,0.9652340681855528,0.0557398166279956,0.9999865358314588,0.0296216085899098,1.8817282140100458,Aatf
4895,0.998515117850818,0.0647184341259094,0.9765520042331644,0.0277104990014658,2.335520342758389,Elovl1
4912,0.951729026920343,0.1083609376687608,0.996617963368526,0.0444824379593306,2.4360386399646763,Acsl4
4937,0.9999997194446376,0.0282884562546707,0.9998050557387844,0.0160144421384293,1.7664340730788166,Tspan3
4943,0.9648417061958212,0.0537296945475986,0.9949904826765236,0.0321763768902884,1.6698491172825463,Add1
4949,0.9898201965672891,0.0405720608725167,0.968698103898723,0.0205584435583381,1.9734986628431541,Dnaja2
4950,0.9844550181926666,0.0378471189607809,0.9959829894912198,0.0177030611096108,2.1378855739380636,Dnajb1
4955,0.9075706669408412,0.0504700958350068,0.959380087116828,0.032171239668954,1.5687954941851876,Actr10
4960,0.9909814551694726,0.0433267413763308,0.9852650871206786,0.0235342576494547,1.841007352842281,Eif3i
4965,0.9764249865333476,0.1470875849465572,0.9998041076833104,0.0793085626614914,1.8546242676766624,Serinc1
4968,0.9910966093770492,0.0288279882844,0.999645501885185,0.0142252174742201,2.026541129275811,H2afy
4976,0.996680428338147,0.0369291231028141,0.996930723044962,0.0185739275582338,1.9882237069694753,Tbl2
4979,0.9686101246750086,0.0422928417679481,0.984367191540358,0.0324635214488564,1.3027804711382585,Plod3
4987,0.9964315356592228,0.0307193593204496,0.9989508368501222,0.0143582182779049,2.139496609250048,Ptges3
4989,0.957102182272536,0.043568806376842,0.9884787558329852,0.0226206172580629,1.9260662023408013,Ak1
4991,0.9898557196032768,0.0325702254890754,0.9611016794947186,0.0175717033192042,1.853561086105935,Mta2
4993,0.9934078937482688,0.0305269603939716,0.9666231994396222,0.0148543215356091,2.0550895118832395,Psma4
4994,0.939276717548515,0.0379351376558972,0.9948195814560988,0.0194106672001282,1.9543448591837507,Psmb3
5019,0.9950590016823662,0.1973122231264842,0.9993996695012286,0.1038853281846668,1.8993271386286765,Incenp
5026,0.9985354700363968,0.0427572783048978,0.9978163042386043,0.0179984644533198,2.3756070089085437,Eif4h
5028,0.9997730541724036,0.0344674055444807,0.999594455971362,0.0197111512785826,1.748624677338441,Coro1b
5030,0.9937819798360524,0.0291659027771806,0.9995498073484788,0.0139839593750299,2.0856684430348067,Suclg1
5046,0.9429144315694548,0.0342405969893526,0.98152583244908,0.0168929121220214,2.026920920562711,Tagln2
5060,0.9936208873636342,0.0515058721924439,0.9996126380460668,0.0256293368993424,2.0096451341964077,Celf2
5066,0.9931476734263784,0.0284842758718385,0.975864704263086,0.013810966674706,2.0624389691712044,Eif2s3x
5071,0.9908542674914148,0.0450960995579099,0.9992271422392652,0.0269985480359822,1.6703157331945504,Nup160
5083,0.9867082072546312,0.0695142620852322,0.9728416288586506,0.0366195246010232,1.8982841214516992,Atp6v1c1
5091,0.9083339584231548,0.0319086759654927,0.9760020852509576,0.0182658409734153,1.7469042904694956,Vars
5099,0.9681476202882504,0.0339721270861301,0.919438876315813,0.0131374360960777,2.5859023661605316,
5110,0.9109752766135146,0.0360116004422755,0.9852307358862002,0.0210451622969939,1.7111581243267204,Suclg2
5111,0.9983105628871284,0.0347918765105445,0.9939030250271732,0.0177833899862118,1.9564254361806206,Sucla2
5112,0.968832922129019,0.0975777683473285,0.9545011345190372,0.0707018691802021,1.3801299665589628,Minpp1
5117,0.9618296370873656,0.0334057384692292,0.987032159976236,0.0155417936284908,2.1494133346353728,Psma7;Psma8
5118,0.999898908834602,0.030277048827933,0.9781234149944624,0.0133243254044122,2.2723138252017696,Psma5
5119,0.9988077106346964,0.0402261847163971,0.9844377960026396,0.0204070522274512,1.9711903643920488,Hnrnpf
